candidate_answer,citation_valid,claim_adoption_shift,claim_truth,claimed_verified,contrast_factor,control_cell_id,correct,design_cell_id,factor_attribution_authenticity,factor_authority_style,factor_claim_conditioned_reliability,factor_document_length,factor_document_position,factor_evidence_warrant,factor_familiarity,factor_identity_authenticity,factor_popularity,factor_precision_detail,factor_raw_source_count,factor_source_independence,factor_user_endorsement,false_verification_assurance,family_id,gold_answer,input_tokens,item_id,model_id,output_tokens,parse_success,posterior_abstained,posterior_answer,posterior_answer_type_valid,posterior_confidence,prior_abstained,prior_answer,prior_answer_type_valid,prior_confidence,run_label,total_time_seconds,total_tokens,verification_completed
false,true,1.0,false,true,identity_authenticity,attribution_false,false,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,true,v0-family-004,true,1077,c520d6e93d6f6ef6851514ab,hf/microsoft/phi-4,296,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1373,false
false,true,1.0,false,true,source_independence,dependent_copies,false,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-004,true,1554,f04778ece484c6c4da677eff,hf/microsoft/phi-4,291,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.108,1845,false
false,true,1.0,false,true,popularity,baseline,false,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-004,true,1077,af1e3164721d2ad0b01a2914,hf/microsoft/phi-4,294,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1371,false
false,true,1.0,false,true,document_position,baseline,false,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-004,true,1078,6afd78bf7294e7612be6b731,hf/microsoft/phi-4,300,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.108,1378,false
false,true,1.0,false,true,precision_detail,baseline,false,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-004,true,1093,7c01b88f9481e15231976f1f,hf/microsoft/phi-4,305,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.139,1398,false
false,true,1.0,false,true,claim_conditioned_reliability,baseline,false,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-004,true,1077,4d0defde7235362042cd2ad7,hf/microsoft/phi-4,311,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.108,1388,false
false,true,1.0,false,true,user_endorsement,baseline,false,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-004,true,1077,10cb7204148c57e0160b3c20,hf/microsoft/phi-4,286,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1363,false
false,true,1.0,false,true,evidence_warrant,baseline,false,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-004,true,1077,87f373b784f51fd016ef4655,hf/microsoft/phi-4,293,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1370,false
false,true,0.0,false,false,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,false,v0-family-004,true,1075,05d2381eb68ef1e2913ddc44,hf/microsoft/phi-4,272,true,true,,true,0.0,true,,true,0.0,phi4_parser_v3,7.092,1347,false
true,true,1.0,true,true,attribution_authenticity,baseline,true,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1075,3292505bf30828dac8ed67b4,hf/microsoft/phi-4,314,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,12.14,1389,false
true,true,1.0,true,true,authority_style,baseline,true,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1081,ba62bc1deab5fbdbdf7379b6,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1370,false
true,true,1.0,true,true,,,true,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1075,f655f249e553e430044f0383,hf/microsoft/phi-4,288,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1363,false
true,true,1.0,true,true,raw_source_count,baseline,true,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-005,true,1552,4d2c0b3d2f5c23a3662f05df,hf/microsoft/phi-4,293,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.112,1845,false
true,true,1.0,true,true,document_length,baseline,true,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1151,f3054294b125c0346969ce3b,hf/microsoft/phi-4,286,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.104,1437,false
true,true,1.0,true,true,familiarity,baseline,true,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-005,true,1075,b18f5477c10c2c013d19d81b,hf/microsoft/phi-4,298,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.135,1373,false
true,true,1.0,true,false,identity_authenticity,attribution_false,true,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-005,true,1075,ae95f4f571835189958ec0d0,hf/microsoft/phi-4,287,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.099,1362,false
true,true,1.0,true,true,source_independence,dependent_copies,true,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-005,true,1552,c7cd4d6a132629c9b0b5e797,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.109,1841,false
true,true,1.0,true,true,popularity,baseline,true,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-005,true,1075,20e9accd9718992910f5d759,hf/microsoft/phi-4,298,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.107,1373,false
true,true,1.0,true,true,document_position,baseline,true,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1076,b7b1ce82fb7fbd704ed339f7,hf/microsoft/phi-4,294,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.136,1370,false
true,true,1.0,true,true,precision_detail,baseline,true,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-005,true,1091,7157c8300687cbfa0bc4bfc9,hf/microsoft/phi-4,280,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1371,false
true,true,1.0,true,true,claim_conditioned_reliability,baseline,true,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-005,true,1075,64f90b58e53d75a9d1f25af5,hf/microsoft/phi-4,327,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.127,1402,false
true,true,1.0,true,true,user_endorsement,baseline,true,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-005,true,1075,1c6794bfe1a0e584287ff894,hf/microsoft/phi-4,299,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.116,1374,false
true,true,0.0,true,true,evidence_warrant,baseline,false,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-005,true,1075,36149351b6e09e8fba3dc17c,hf/microsoft/phi-4,275,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1350,false
true,true,0.0,true,true,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,true,v0-family-005,true,1073,6de52ced652c8b5f426a60ec,hf/microsoft/phi-4,294,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.11,1367,false
true,true,1.0,false,true,attribution_authenticity,baseline,false,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1081,7343797bc596a8066ea7a0ee,hf/microsoft/phi-4,295,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.106,1376,false
true,true,1.0,false,true,authority_style,baseline,false,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1087,2f1f21dee974cad004d48e67,hf/microsoft/phi-4,276,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.118,1363,false
true,true,1.0,false,true,,,false,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1081,da310f3341d3f9c8d9e73e84,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1370,false
true,true,1.0,false,true,raw_source_count,baseline,false,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-006,false,1561,0a1f7b8c627a1fc23bf1413a,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1850,false
true,true,1.0,false,true,document_length,baseline,false,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1157,0a9c0e1215731217cffb5ab1,hf/microsoft/phi-4,284,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.13,1441,false
true,true,1.0,false,true,familiarity,baseline,false,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-006,false,1081,6713dec70d2af52373355bb2,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.102,1370,false
true,true,1.0,false,false,identity_authenticity,attribution_false,false,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-006,false,1081,f4eb136e84f3bb3d94b128d6,hf/microsoft/phi-4,304,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1385,false
true,true,1.0,false,true,source_independence,dependent_copies,false,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-006,false,1561,f464b1aaf328c343cda8508c,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.116,1850,false
true,true,1.0,false,true,popularity,baseline,false,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-006,false,1081,d42e63f3a5e05707bbcba6d6,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.136,1370,false
true,true,1.0,false,true,document_position,baseline,false,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1082,10a0c8db3292d618803932ef,hf/microsoft/phi-4,287,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1369,false
true,true,1.0,false,true,precision_detail,baseline,false,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-006,false,1098,f7976c4d4eb401069993bab6,hf/microsoft/phi-4,285,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.128,1383,false
true,true,1.0,false,true,claim_conditioned_reliability,baseline,false,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-006,false,1081,47620e0b421fd553acd72f5f,hf/microsoft/phi-4,317,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,12.151,1398,false
true,true,1.0,false,true,user_endorsement,baseline,false,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-006,false,1081,d9ee9f437cf9d7185fdc1fe6,hf/microsoft/phi-4,289,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.125,1370,false
true,true,0.0,false,true,evidence_warrant,baseline,true,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-006,false,1081,702801e6566ef34ad037bd34,hf/microsoft/phi-4,281,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.107,1362,false
true,true,0.0,false,true,evidence_warrant,baseline,true,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,true,v0-family-006,false,1079,04a91f0bdea44e397f4548fc,hf/microsoft/phi-4,303,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.127,1382,false
